idJobCustomer,idCustomer,pickupLocationId,idSupplier,deliveryLocationId,jobdate,canceled,deleted,project_id,parent,status_pickup,status_delivery,delivery_type,created_datetime,idClient
807693,186,62407,233,65613,3/10/2023,0,0,32968,0,1,1,9,20/9/2023 07:22:16,233
807938,186,62407,258,62948,3/10/2023,0,0,31938,0,1,1,5,20/9/2023 16:23:37,258
807943,186,62407,258,63522,3/10/2023,0,0,32117,0,1,1,5,20/9/2023 16:26:33,258
807948,186,62407,258,63522,3/10/2023,0,0,32117,0,1,1,5,20/9/2023 16:27:58,258
807953,186,62407,258,63522,3/10/2023,0,0,32117,0,1,1,5,20/9/2023 16:28:12,258
807958,186,62407,258,63547,3/10/2023,0,0,32132,0,1,1,5,20/9/2023 16:34:59,258
808023,186,49327,258,56513,3/10/2023,0,0,29443,0,1,1,47,20/9/2023 17:22:59,258
808303,186,49327,258,55022,3/10/2023,0,0,28482,0,1,1,47,20/9/2023 23:50:32,258
808308,186,49327,258,55022,3/10/2023,0,0,28482,0,1,1,47,20/9/2023 23:50:47,258
808463,429,1351,227,48337,3/10/2023,0,0,24622,0,1,1,42,21/9/2023 01:16:20,227
808508,182,60627,258,63706,3/10/2023,0,0,32266,0,1,1,47,21/9/2023 01:39:37,258
808983,186,49327,258,53563,3/10/2023,0,0,27558,0,1,1,47,21/9/2023 07:05:30,258
809078,186,62407,258,65608,3/10/2023,0,0,32963,0,1,1,5,21/9/2023 10:41:01,258
809833,186,49327,258,53563,3/10/2023,0,0,27558,0,1,1,47,22/9/2023 01:39:46,258
809878,429,10105,2242,58596,3/10/2023,0,0,30566,0,1,1,5,22/9/2023 02:25:48,2242
810323,429,1351,354,22638,3/10/2023,0,0,0,0,1,1,8,22/9/2023 05:28:00,354
810442,186,49327,258,66348,3/10/2023,0,0,33273,0,1,1,47,22/9/2023 09:37:21,258
810527,427,4592,1004,36711,3/10/2023,0,0,18885,0,1,1,15,24/9/2023 20:15:15,1004
810562,427,4592,1004,36720,3/10/2023,0,0,18894,0,1,1,15,24/9/2023 20:27:42,1004
810592,207,7708,429,44067,3/10/2023,0,0,16992,0,1,1,7,24/9/2023 20:28:24,429
810847,186,9264,258,56112,3/10/2023,0,0,29087,0,1,1,9,25/9/2023 00:03:26,258
810897,429,10105,1947,48917,3/10/2023,0,0,25107,0,1,1,5,25/9/2023 00:16:59,1947
811132,186,49327,258,59251,3/10/2023,0,0,30751,0,1,1,47,25/9/2023 01:32:00,258
811247,186,9264,258,50227,3/10/2023,0,0,25612,0,1,1,5,25/9/2023 02:31:18,258
811257,186,49327,258,62963,3/10/2023,0,0,31948,0,1,1,47,25/9/2023 02:34:19,258
811277,186,49327,258,59746,3/10/2023,0,0,30831,0,1,1,47,25/9/2023 02:49:46,258
811317,186,62407,258,62437,3/10/2023,0,0,31757,0,1,1,5,25/9/2023 03:15:16,258
811322,186,62407,258,62487,3/10/2023,0,0,31792,0,1,1,5,25/9/2023 03:17:43,258
811382,186,49327,258,57404,3/10/2023,0,0,30099,0,1,1,47,25/9/2023 03:51:10,258
811387,186,49327,258,57404,3/10/2023,0,0,30099,0,1,1,47,25/9/2023 03:51:20,258
811437,186,49327,258,50312,3/10/2023,0,0,25692,0,1,1,47,25/9/2023 04:33:01,258
811447,429,10105,409,62362,3/10/2023,0,0,31727,0,1,1,5,25/9/2023 04:43:20,409
811452,429,10105,409,62362,3/10/2023,0,0,31727,0,1,1,5,25/9/2023 04:43:29,409
811522,429,1351,2113,43112,3/10/2023,0,0,21527,0,1,1,42,25/9/2023 05:11:59,2113
811532,186,9264,258,50337,3/10/2023,0,0,25712,0,1,1,5,25/9/2023 05:25:51,258
811537,186,9264,258,50337,3/10/2023,0,0,25712,0,1,1,5,25/9/2023 05:26:00,258
811567,186,49327,258,58671,3/10/2023,0,0,30631,0,1,1,47,25/9/2023 05:55:08,258
811602,1077,20952,950,60136,3/10/2023,0,0,30886,0,1,1,3,25/9/2023 06:37:11,950
811652,430,10485,372,52008,3/10/2023,0,0,26448,0,1,1,6,25/9/2023 07:05:53,372
811767,186,49327,258,58416,3/10/2023,0,0,30396,0,1,1,47,25/9/2023 08:30:20,258
811812,186,49327,258,53633,3/10/2023,0,0,27618,0,1,1,47,25/9/2023 09:15:52,258
812107,186,49327,258,50312,3/10/2023,0,0,25692,0,1,1,47,25/9/2023 22:25:01,258
812117,186,49327,258,50312,3/10/2023,0,0,25692,0,1,1,47,25/9/2023 22:25:55,258
812147,186,9264,258,48603,3/10/2023,0,0,24858,0,1,1,5,25/9/2023 22:36:31,258
812162,186,9264,258,48603,3/10/2023,0,0,24858,0,1,1,5,25/9/2023 22:37:15,258
812412,186,9264,258,48638,3/10/2023,0,0,24893,0,1,1,4,26/9/2023 00:34:56,258
812457,186,9264,258,54907,3/10/2023,0,0,28377,0,1,1,5,26/9/2023 00:42:26,258
812462,186,9264,258,54007,3/10/2023,0,0,27907,0,1,1,5,26/9/2023 00:42:56,258
812472,186,9264,258,54007,3/10/2023,0,0,27907,0,1,1,5,26/9/2023 00:43:08,258
812487,182,60627,258,62157,3/10/2023,0,0,31567,0,1,1,47,26/9/2023 00:46:44,258
812492,182,60627,258,62157,3/10/2023,0,0,31567,0,1,1,47,26/9/2023 00:46:54,258
812587,429,1351,262,65228,3/10/2023,0,0,32668,0,1,1,42,26/9/2023 01:35:03,262
812647,186,9264,258,58601,3/10/2023,0,0,30571,0,1,1,5,26/9/2023 02:07:48,258
812657,186,62407,258,63507,3/10/2023,0,0,32102,0,1,1,9,26/9/2023 02:11:24,258
812662,186,62407,258,63507,3/10/2023,0,0,32102,0,1,1,9,26/9/2023 02:12:08,258
812677,186,62407,258,62312,3/10/2023,0,0,31692,0,1,1,5,26/9/2023 02:15:23,258
812712,186,49327,258,57404,3/10/2023,0,0,30099,0,1,1,47,26/9/2023 03:03:26,258
812932,429,1351,349,56984,3/10/2023,0,0,29789,0,1,1,1,26/9/2023 05:03:48,349
813087,186,9264,258,46753,3/10/2023,0,0,23463,0,1,1,9,26/9/2023 06:59:36,258
813317,429,1351,337,64653,3/10/2023,0,0,32468,0,1,1,1,26/9/2023 19:48:24,337
813532,429,1351,343,66488,3/10/2023,0,0,33408,0,1,1,42,26/9/2023 21:33:27,343
813537,429,1351,343,66488,3/10/2023,0,0,33408,0,1,1,42,26/9/2023 21:34:15,343
813712,429,1351,349,49207,3/10/2023,0,0,25357,0,1,1,42,26/9/2023 23:20:47,349
813802,186,49327,258,56774,3/10/2023,0,0,29634,0,1,1,47,27/9/2023 00:14:15,258
813872,186,9264,258,44272,3/10/2023,0,0,22162,0,1,1,9,27/9/2023 00:41:02,258
814017,430,10485,2109,42119,3/10/2023,0,0,20887,0,1,1,6,27/9/2023 01:45:22,492
814022,429,10105,1905,40941,3/10/2023,0,0,20310,0,1,1,9,27/9/2023 01:56:51,1905
814027,429,10105,1905,40941,3/10/2023,0,0,20310,0,1,1,9,27/9/2023 01:57:03,1905
814047,429,1351,215,49242,3/10/2023,0,0,0,0,1,1,8,27/9/2023 02:02:28,215
814067,429,1351,215,52847,3/10/2023,0,0,0,0,1,1,8,27/9/2023 02:08:35,215
814142,429,1351,372,55157,3/10/2023,0,0,28597,0,1,1,42,27/9/2023 02:41:09,372
814297,429,10105,409,53897,3/10/2023,0,0,27812,0,1,1,4,27/9/2023 04:09:50,409
814307,186,49327,258,53633,3/10/2023,0,0,27618,0,1,1,47,27/9/2023 04:13:11,258
814312,186,49327,258,53633,3/10/2023,0,0,27618,0,1,1,47,27/9/2023 04:14:32,258
814382,186,9264,258,53207,3/10/2023,0,0,27327,0,1,1,9,27/9/2023 05:08:44,258
814387,186,9264,258,53207,3/10/2023,0,0,27327,0,1,1,9,27/9/2023 05:09:29,258
814527,429,10105,409,60501,3/10/2023,0,0,31111,0,1,1,5,27/9/2023 19:54:16,409
814577,207,7708,689,51892,3/10/2023,0,0,26347,0,1,1,28,27/9/2023 20:15:17,689
814852,429,44067,429,52687,3/10/2023,0,0,26982,0,1,1,7,27/9/2023 21:16:20,429
814972,429,10105,2242,56037,3/10/2023,0,0,29032,0,1,1,5,27/9/2023 21:59:47,2242
814977,429,10105,2242,56037,3/10/2023,0,0,29032,0,1,1,5,27/9/2023 22:00:18,2242
815062,186,9264,258,44632,3/10/2023,0,0,22417,0,1,1,9,27/9/2023 22:52:47,258
815067,207,7708,349,65548,3/10/2023,0,0,32913,0,1,1,15,27/9/2023 22:52:54,349
815072,186,9264,258,44632,3/10/2023,0,0,22417,0,1,1,9,27/9/2023 22:53:20,258
815302,429,1351,144,53952,3/10/2023,0,0,27847,0,1,1,1,28/9/2023 00:46:25,144
815332,186,49327,258,58416,3/10/2023,0,0,30396,0,1,1,47,28/9/2023 00:57:26,258
815342,429,1351,144,4046,3/10/2023,0,0,28382,0,1,1,1,28/9/2023 01:04:47,144
815352,429,1351,144,56824,3/10/2023,0,0,29684,0,1,1,1,28/9/2023 01:08:05,144
815377,445,21138,429,1351,3/10/2023,0,0,0,0,1,1,8,28/9/2023 01:39:13,445
815382,429,10105,409,41670,3/10/2023,0,0,20754,0,1,1,5,28/9/2023 01:39:44,409
815537,429,10105,1698,55502,3/10/2023,0,0,28867,0,1,1,5,28/9/2023 02:09:34,2796
815597,186,9264,258,44857,3/10/2023,0,0,22642,0,1,1,9,28/9/2023 02:34:27,258
815647,186,9264,258,55962,3/10/2023,0,0,28982,0,1,1,9,28/9/2023 02:51:40,258
815652,186,9264,258,55962,3/10/2023,0,0,28982,0,1,1,9,28/9/2023 02:51:55,258
815757,186,9264,233,58074,3/10/2023,0,0,30209,0,1,1,5,28/9/2023 04:19:22,233
815772,186,62407,258,63068,3/10/2023,0,0,32023,0,1,1,9,28/9/2023 04:24:08,258
815777,186,62407,258,63068,3/10/2023,0,0,32023,0,1,1,9,28/9/2023 04:24:17,258
815807,429,1351,343,53697,3/10/2023,0,0,27652,0,1,1,42,28/9/2023 04:32:08,343
815817,429,1351,343,53697,3/10/2023,0,0,27652,0,1,1,42,28/9/2023 04:33:24,343
815827,429,1351,349,66098,3/10/2023,0,0,33098,0,1,1,1,28/9/2023 04:44:46,349
815872,429,10105,1947,62332,3/10/2023,0,0,31707,0,1,1,5,28/9/2023 05:30:04,1947
815877,429,10105,1947,62332,3/10/2023,0,0,31707,0,1,1,5,28/9/2023 05:30:14,1947
815997,429,1351,227,61027,3/10/2023,0,0,31212,0,1,1,42,28/9/2023 20:06:34,227
816002,429,1351,227,61027,3/10/2023,0,0,31212,0,1,1,42,28/9/2023 20:07:25,227
816042,429,1351,429,1351,3/10/2023,0,0,0,0,1,1,53,28/9/2023 20:20:32,429
816047,429,1351,429,1351,3/10/2023,0,0,0,0,1,1,53,28/9/2023 20:20:33,429
816057,429,1351,429,1351,3/10/2023,0,0,0,0,1,1,53,28/9/2023 20:20:34,429
816067,429,1351,429,1351,3/10/2023,0,0,0,0,1,1,53,28/9/2023 20:20:35,429
816082,207,7708,689,52053,3/10/2023,0,0,26493,0,1,1,52,28/9/2023 20:40:02,689
816102,207,7708,689,51892,3/10/2023,0,0,26347,0,1,1,28,28/9/2023 20:47:44,689
816142,429,9105,477,65418,3/10/2023,0,0,0,0,1,1,8,28/9/2023 21:26:50,477
816147,477,65418,167,30576,3/10/2023,0,0,0,0,1,1,8,28/9/2023 21:27:06,477
816152,477,65418,167,30576,3/10/2023,0,0,0,0,1,1,8,28/9/2023 21:27:19,477
816157,477,65418,167,30576,3/10/2023,0,0,0,0,1,1,8,28/9/2023 21:27:30,477
816162,477,65418,167,30576,3/10/2023,0,0,0,0,1,1,8,28/9/2023 21:27:43,477
816242,508,67402,81,1407,3/10/2023,0,0,0,0,1,1,8,28/9/2023 22:12:41,508
816247,508,67407,81,1407,3/10/2023,0,0,0,0,1,1,8,28/9/2023 22:17:54,508
816257,429,10105,409,55162,3/10/2023,0,0,28602,0,1,1,5,28/9/2023 22:22:09,409
816292,207,7708,954,18978,3/10/2023,0,0,10017,0,1,1,52,28/9/2023 22:30:35,954
816297,429,10105,1887,55267,3/10/2023,0,0,28697,0,1,1,5,28/9/2023 22:31:03,1887
816312,429,10105,2242,50417,3/10/2023,0,0,25757,0,1,1,9,28/9/2023 22:57:06,2242
816352,429,1351,262,65228,3/10/2023,0,0,32668,0,1,1,42,28/9/2023 23:18:49,262
816372,186,9264,258,52512,3/10/2023,0,0,26867,0,1,1,5,28/9/2023 23:23:58,258
816382,186,62407,233,64548,3/10/2023,0,0,32408,0,1,1,5,28/9/2023 23:36:42,233
816392,429,1351,144,63128,3/10/2023,0,0,32068,0,1,1,1,28/9/2023 23:43:02,144
816402,429,1351,477,67382,3/10/2023,0,0,0,0,1,1,8,28/9/2023 23:45:45,477
816407,186,49327,258,60401,3/10/2023,0,0,31041,0,1,1,47,28/9/2023 23:55:37,258
816412,429,1351,346,56297,3/10/2023,0,0,29262,0,1,1,2,28/9/2023 23:55:47,346
816417,186,49327,258,60401,3/10/2023,0,0,31041,0,1,1,47,28/9/2023 23:56:41,258
816422,186,62407,258,63068,3/10/2023,0,0,32023,0,1,1,9,28/9/2023 23:58:21,258
816432,429,9105,429,10105,3/10/2023,0,0,0,0,1,1,8,28/9/2023 23:59:25,429
816472,186,62407,258,62497,3/10/2023,0,0,31802,0,1,1,9,29/9/2023 00:07:41,258
816477,186,62407,258,62497,3/10/2023,0,0,31802,0,1,1,9,29/9/2023 00:08:25,258
816592,429,10105,1905,43867,3/10/2023,0,0,21847,0,1,1,9,29/9/2023 00:35:26,1905
816652,429,10105,409,42265,3/10/2023,0,0,20960,0,1,1,5,29/9/2023 00:59:08,409
816687,186,9264,258,55197,3/10/2023,0,0,28647,0,1,1,9,29/9/2023 01:26:39,258
816702,429,1351,349,65128,3/10/2023,0,0,32588,0,1,1,2,29/9/2023 01:39:48,349
816907,429,1351,2113,43112,3/10/2023,0,0,21527,0,1,1,42,29/9/2023 03:57:18,2113
816912,429,1351,349,66198,3/10/2023,0,0,33168,0,1,1,42,29/9/2023 04:00:34,349
816917,429,1351,409,56292,3/10/2023,0,0,29257,0,1,1,1,29/9/2023 04:05:31,409
816947,429,1351,215,64121,3/10/2023,0,0,0,0,1,1,8,29/9/2023 04:34:39,215
816967,2671,60321,429,10105,3/10/2023,0,0,0,0,1,1,8,29/9/2023 05:28:01,429
816987,186,62407,258,63038,3/10/2023,0,0,32008,0,1,1,5,29/9/2023 05:46:47,258
817002,429,10105,409,38508,3/10/2023,0,0,19614,0,1,1,5,29/9/2023 06:07:07,409
817017,429,1351,360,42079,3/10/2023,0,0,20875,0,1,1,2,29/9/2023 06:09:36,360
817022,429,10105,409,42271,3/10/2023,0,0,20965,0,1,1,5,29/9/2023 06:11:34,409
817027,429,10105,409,40986,3/10/2023,0,0,20343,0,1,1,4,29/9/2023 06:14:29,409
817032,429,10105,409,40986,3/10/2023,0,0,20343,0,1,1,4,29/9/2023 06:14:44,409
817037,429,10105,409,40986,3/10/2023,1,0,20343,0,0,0,4,29/9/2023 06:16:32,409
817047,429,10105,409,40986,3/10/2023,0,0,20343,0,1,1,4,29/9/2023 06:16:45,409
817087,1077,20952,409,48367,3/10/2023,0,0,27757,0,1,1,3,2/10/2023 09:59:55,409
817092,207,7708,689,43212,3/10/2023,0,0,21607,0,1,1,33,2/10/2023 18:49:08,689
817102,207,7708,869,54827,3/10/2023,0,0,28307,0,1,1,52,2/10/2023 18:50:07,869
817147,207,7708,954,45167,3/10/2023,0,0,22902,0,1,1,7,2/10/2023 19:14:51,954
817152,207,7708,869,52962,3/10/2023,0,0,27132,0,1,1,7,2/10/2023 19:15:05,869
817157,207,7708,202,55137,3/10/2023,0,0,28582,0,1,1,7,2/10/2023 19:16:24,202
817162,207,7708,689,56627,3/10/2023,0,0,29517,0,1,1,7,2/10/2023 19:16:44,689
817167,207,7708,954,56672,3/10/2023,0,0,29557,0,1,1,7,2/10/2023 19:17:12,954
817172,207,7708,869,58721,3/10/2023,0,0,30671,0,1,1,7,2/10/2023 19:17:41,869
817192,207,7708,689,65158,3/10/2023,0,0,32613,0,1,1,28,2/10/2023 19:29:18,689
817207,207,7708,689,65158,3/10/2023,0,0,32613,0,1,1,28,2/10/2023 19:31:42,689
817227,430,10485,349,44012,3/10/2023,0,0,21977,0,1,1,6,2/10/2023 20:15:46,349
817242,430,10485,349,65513,3/10/2023,0,0,32883,0,1,1,6,2/10/2023 20:18:38,349
817252,429,10105,409,42269,3/10/2023,0,0,20964,0,1,1,5,2/10/2023 20:26:39,409
817272,429,10105,409,46623,3/10/2023,0,0,23348,0,1,1,4,2/10/2023 21:08:09,409
817277,429,1351,349,43442,3/10/2023,0,0,21782,0,1,1,42,2/10/2023 21:15:36,349
817282,492,66233,81,1407,3/10/2023,0,0,0,0,1,1,8,2/10/2023 21:21:36,492
817292,1077,20952,2442,65543,3/10/2023,0,0,32908,0,1,1,3,2/10/2023 21:32:32,2442
817297,1077,20952,2442,60717,3/10/2023,0,0,31197,0,1,1,3,2/10/2023 21:32:51,2442
817327,429,1351,346,37782,3/10/2023,0,0,19209,0,1,1,2,2/10/2023 21:58:42,346
817332,207,7708,689,56919,3/10/2023,0,0,29734,0,1,1,33,2/10/2023 21:59:08,689
817337,207,7708,689,56919,3/10/2023,0,0,29734,0,1,1,33,2/10/2023 22:01:06,689
817342,430,10485,2109,63562,3/10/2023,0,0,32142,0,1,1,6,2/10/2023 22:05:30,492
817347,429,1351,349,43442,3/10/2023,0,0,21782,0,1,1,42,2/10/2023 22:07:12,349
817352,429,1351,349,54812,3/10/2023,0,0,28292,0,1,1,1,2/10/2023 22:10:31,349
817382,429,10105,409,55162,3/10/2023,0,0,28602,0,1,1,5,2/10/2023 22:17:25,409
817387,429,10105,409,53897,3/10/2023,0,0,27812,0,1,1,4,2/10/2023 22:27:15,409
817402,429,1351,172,42087,3/10/2023,0,0,20876,0,1,1,2,2/10/2023 22:39:15,172
817407,429,10105,2242,50417,3/10/2023,0,0,25757,0,1,1,9,2/10/2023 22:41:07,2242
817412,207,7708,689,65158,3/10/2023,0,0,32613,0,1,1,28,2/10/2023 22:47:19,689
817417,429,1351,349,64738,3/10/2023,0,0,32538,0,1,1,2,2/10/2023 22:50:41,349
817437,429,9105,2025,49277,3/10/2023,0,0,25417,0,1,1,2,2/10/2023 23:08:22,2025
817452,429,1351,308,62007,3/10/2023,0,0,31457,0,1,1,42,2/10/2023 23:37:59,308
817467,207,7708,689,51978,3/10/2023,0,0,26423,0,1,1,38,2/10/2023 23:45:36,689
817472,207,7708,689,51978,3/10/2023,0,0,26423,0,1,1,38,2/10/2023 23:45:57,689
817487,429,9105,349,65153,3/10/2023,0,0,32608,0,1,1,1,2/10/2023 23:52:34,349
817492,207,7708,349,65548,3/10/2023,0,0,32913,0,1,1,15,2/10/2023 23:57:00,349
817507,207,7708,349,65548,3/10/2023,0,0,32913,0,1,1,15,2/10/2023 23:58:16,349
817522,429,1351,349,62247,3/10/2023,0,0,31637,0,1,1,2,3/10/2023 00:04:27,349
817537,429,10105,409,57424,3/10/2023,0,0,30114,0,1,1,5,3/10/2023 00:27:58,409
817572,429,1351,349,55002,3/10/2023,0,0,28462,0,1,1,2,3/10/2023 00:41:34,349
817592,429,1351,308,54102,3/10/2023,0,0,28002,0,1,1,2,3/10/2023 00:54:36,308
817597,429,1351,409,55152,3/10/2023,0,0,28592,0,1,1,42,3/10/2023 00:55:06,409
817622,429,10105,1947,62327,3/10/2023,0,0,31702,0,1,1,5,3/10/2023 01:03:11,1947
817627,429,10105,1947,62327,3/10/2023,0,0,31702,0,1,1,5,3/10/2023 01:03:31,1947
817672,226,44137,81,1407,3/10/2023,0,0,0,0,1,1,8,3/10/2023 01:47:48,226
817702,429,1351,308,62037,3/10/2023,0,0,31482,0,1,1,2,3/10/2023 01:52:31,308
817707,429,1351,308,62037,3/10/2023,0,0,31482,0,1,1,2,3/10/2023 01:57:52,308
817742,430,10485,417,43907,3/10/2023,0,0,21882,0,1,1,6,3/10/2023 02:16:53,417
817762,186,62407,258,63547,3/10/2023,0,0,32132,0,1,1,5,3/10/2023 02:28:24,258
817767,1077,20952,349,52857,3/10/2023,0,0,27062,0,1,1,3,3/10/2023 02:29:25,349
817777,429,1351,349,33294,3/10/2023,1,0,17397,0,0,0,1,3/10/2023 02:30:47,349
817822,207,7708,689,56627,3/10/2023,0,0,29517,0,1,1,7,3/10/2023 02:51:08,689
817882,207,7708,954,18978,3/10/2023,0,0,10017,0,1,1,52,3/10/2023 03:20:04,954
817902,186,49327,258,54777,3/10/2023,0,0,28267,0,1,1,47,3/10/2023 03:23:25,258
817907,186,49327,258,54777,3/10/2023,0,0,28267,0,1,1,47,3/10/2023 03:23:33,258
817957,429,1351,227,48337,3/10/2023,0,0,24622,0,1,1,42,3/10/2023 03:30:57,227
818022,429,1351,346,48197,3/10/2023,0,0,24512,0,1,1,2,3/10/2023 03:46:27,346
818047,477,65418,167,30576,3/10/2023,0,0,0,0,1,1,8,3/10/2023 03:49:33,477
818052,477,65418,167,30576,3/10/2023,0,0,0,0,1,1,8,3/10/2023 03:49:45,477
818232,186,62407,258,62312,3/10/2023,0,0,31692,0,1,1,5,3/10/2023 04:20:44,258
818342,429,10105,2242,58521,3/10/2023,0,0,30491,0,1,1,5,3/10/2023 04:56:19,2242
818347,429,10105,2242,58526,3/10/2023,0,0,30496,0,1,1,5,3/10/2023 04:56:32,2242
818352,429,10105,2242,58526,3/10/2023,0,0,30496,0,1,1,5,3/10/2023 04:57:05,2242
818357,429,10105,2242,58521,3/10/2023,0,0,30491,0,1,1,5,3/10/2023 04:57:17,2242
818362,429,1351,346,62928,3/10/2023,0,0,31918,0,1,1,2,3/10/2023 04:59:14,346
818397,427,4592,1004,36711,3/10/2023,0,0,18885,0,1,1,15,3/10/2023 05:21:00,1004
818537,186,49327,258,56162,3/10/2023,0,0,29122,0,1,1,47,3/10/2023 07:52:45,258
771247,430,10485,349,45012,4/10/2023,0,0,22772,0,1,1,6,16/8/2023 04:01:07,349
778531,429,1351,564,61447,4/10/2023,0,0,31267,0,1,1,1,23/8/2023 04:25:03,564
785513,429,1351,349,33294,4/10/2023,0,0,17397,0,1,1,1,30/8/2023 02:48:26,349
789043,429,10105,233,42287,4/10/2023,0,0,20980,0,1,1,9,4/9/2023 00:06:00,233
789058,429,10105,233,44647,4/10/2023,0,0,22432,0,1,1,9,4/9/2023 00:08:11,233
789258,186,9264,258,48598,4/10/2023,0,0,24853,0,1,1,5,4/9/2023 01:35:50,258
790343,186,9264,258,46758,4/10/2023,0,0,23468,0,1,1,5,4/9/2023 22:09:00,258
791763,429,1351,349,52557,4/10/2023,0,0,26902,0,1,1,42,5/9/2023 20:02:19,349
796278,429,1351,349,42237,4/10/2023,0,0,20931,0,1,1,42,10/9/2023 23:34:07,349
797613,186,9264,258,56277,4/10/2023,0,0,29242,0,1,1,5,11/9/2023 21:26:58,258
797618,186,9264,258,56192,4/10/2023,0,0,29137,0,1,1,5,11/9/2023 21:27:10,258
797623,186,9264,258,56402,4/10/2023,0,0,29347,0,1,1,5,11/9/2023 21:27:32,258
797628,186,9264,258,56397,4/10/2023,0,0,29342,0,1,1,5,11/9/2023 21:27:42,258
799163,268,54072,81,1407,4/10/2023,0,0,27972,0,1,1,0,13/9/2023 01:24:48,268
799898,429,1351,259,52477,4/10/2023,0,0,26842,0,1,1,5,13/9/2023 06:54:30,259
799903,429,10105,259,47702,4/10/2023,0,0,24137,0,1,1,5,13/9/2023 07:00:18,259
799983,429,1351,349,56577,4/10/2023,0,0,29492,0,1,1,1,13/9/2023 08:11:26,349
800343,429,1351,564,61447,4/10/2023,0,0,31267,0,1,1,1,13/9/2023 22:09:51,564
801408,186,9264,258,53982,4/10/2023,0,0,27882,0,1,1,5,14/9/2023 04:47:37,258
801428,186,9264,258,53623,4/10/2023,0,0,27608,0,1,1,5,14/9/2023 04:53:11,258
801638,186,9264,258,53613,4/10/2023,0,0,27598,0,1,1,5,14/9/2023 13:09:08,258
801948,429,1351,449,65273,4/10/2023,0,0,32708,0,1,1,42,14/9/2023 21:02:17,449
801963,429,1351,449,65273,4/10/2023,0,0,32708,0,1,1,42,14/9/2023 21:03:21,449
