project_id,weight_total,weight_unassigned,idCustomer,pickupAddressId,idSupplier,deliveryAddressId,status,project_reference,idClient,delivery_type,deleted
25997,2.356,1.000,207,7708,1073,50722,1,B9 S20 #16 Patkin Street Whitlam,1073,38,0
25717,0.594,0.594,186,9264,258,50342,1,0025623,258,5,0
31472,0.591,0.591,186,62407,258,62022,0,0026183,258,5,0
27972,0.000,,268,54072,81,1407,1,00070937,268,0,0
19917,2.492,2.492,207,7708,941,39249,0,4-11 Terrace,941,33,0
34751,0.500,,429,10105,1404,69611,0,J1300,1404,5,0
33677,1.682,1.000,186,62407,258,67527,0,0025676,258,9,0
27568,0.595,0.595,186,9264,258,53583,1,0790205,258,5,0
24808,2.343,2.000,429,1351,144,48548,1,5328800/083,144,1,0
23273,2.359,1.000,429,1351,349,45152,0,404023,349,42,0
33383,2.468,2.000,429,1351,2677,66463,0,Lot 1122 #12 Holborn Street Berkley 2506,2677,42,0
29342,0.595,,186,9264,258,56397,0,0790230,258,5,0
34102,1.648,1.648,182,60627,258,68042,0,0026149,258,47,0
29232,0.606,,186,9264,258,56257,1,0026636,258,5,0
30641,2.319,1.000,1077,20952,349,58686,1,403407,349,3,0
25732,0.601,0.601,186,9264,258,50357,1,0026718,258,9,0
29844,2.373,1.000,429,1351,262,57094,0,Lot 314 #16 Galactic Drive Dunmore NSW 2529,262,2,0
28092,2.367,1.000,429,1351,346,54217,0,2017118/145,346,2,0
34197,1.674,1.674,186,62407,258,68162,0,0027332,258,9,0
25467,0.535,0.590,186,49327,258,49342,1,0026299,258,47,0
28292,2.330,1.000,429,1351,349,54812,1,403746,349,1,0
20631,1.029,1.000,186,9264,258,41538,0,0026214,258,9,0
22457,1.314,1.000,186,9264,258,44672,1,0025956,258,9,0
18912,2.353,1.000,427,4592,1004,36738,1,Lot 6 Station Street Marulan,1004,15,0
26598,0.611,0.611,186,9264,258,52183,0,0025718,258,5,0
22577,2.376,1.000,207,7708,954,44782,1,11014,954,7,0
30334,2.372,2.000,1077,20952,343,58339,0,2407/820,343,3,0
19752,2.368,2.000,427,4592,1004,36717,1,16 Evangelista St Goulburn,1004,15,0
21782,2.859,1.000,429,1351,349,43442,1,403566,349,42,0
33637,2.474,1.000,429,1351,349,67472,0,404253,349,42,0
27222,0.606,0.606,186,9264,258,53062,1,0025612,258,5,0
33343,1.628,1.628,182,60627,258,66423,0,0026401,258,47,0
33877,2.474,,429,10105,349,67762,0,606809,349,5,0
32883,2.480,1.000,430,10485,349,65513,0,404156,349,6,0
27742,2.366,1.000,1077,20952,2242,53827,0,202178/910.2,2242,3,0
34896,2.434,,207,7708,869,69826,0,B37 Sect 40 #115 Ada Norris Avenue Denman Prospect ACT,869,38,0
32663,2.439,2.000,429,1351,346,65218,0,2016190/093,346,42,0
21567,2.370,1.000,429,10105,1728,43167,1,Lot 1 #22 Beaufort Avenue Austral,1728,5,0
33652,2.463,2.000,430,10485,894,67487,0,#PO-BWH268691,894,6,0
29869,0.607,0.607,186,9264,258,57119,0,0026600,258,9,0
24377,2.389,1.000,1077,20952,180,48042,1,403622,180,3,0
31332,2.368,,430,10485,894,61522,0,#PO-BWH252809,894,6,0
30876,2.387,2.387,1077,20952,2242,60126,0,202246/910,2242,3,0
29092,0.594,0.594,186,9264,258,56117,1,0025773,258,3,0
30936,2.372,2.372,430,10485,67,60221,0,4008433/095,67,6,0
28867,0.160,,429,10105,1698,55502,0,83 Atkinson St Liverpool,2796,5,0
31412,2.366,2.366,429,10105,2237,61937,1,Lot 185 #97 Menangle Road Menangle NSW,2237,5,0
21952,2.366,2.366,429,10105,409,43987,1,A008055500,409,5,0
34362,2.474,2.000,430,10485,349,68387,0,404296,349,6,0
30134,0.595,0.595,186,9264,258,57479,0,0790235,258,5,0
26802,2.378,1.000,429,1351,550,52442,0,DAVIES/215,550,2,0
28267,0.535,0.535,186,49327,258,54777,1,0040165,258,47,0
32838,2.472,1.000,429,1351,349,65448,0,606907,349,5,0
28447,2.343,1.000,429,1351,349,54987,0,403931,349,1,0
27207,2.370,2.000,429,10105,2257,53047,0,Lot 208 #34 Broadacre Street Austral,2257,5,0
33502,2.243,2.241,207,7708,941,67587,0,B15 Sect 107 #6 Wambool Street NARRABUNDAH ACT 2604,941,52,0
34187,2.441,1.000,429,10105,2113,68127,0,2083,2113,5,0
23698,2.360,1.000,1077,20952,349,47068,1,404027,349,3,0
31712,2.338,2.338,430,10485,417,62337,0,3244-J1306,417,6,0
33163,2.480,2.480,429,1351,349,66193,0,404095,349,42,0
29167,2.376,1.000,429,1351,268,56222,1,00071139,268,42,0
18018,2.366,1.000,429,1351,372,34461,1,5005433/081,372,2,0
34062,1.648,1.648,182,60627,258,68002,0,0026223,258,47,0
22827,2.367,2.367,429,1351,349,45067,1,403726,349,42,0
17490,2.363,2.363,430,10485,894,33555,1,#PO-BWH228058,894,6,0
28002,2.378,2.378,429,1351,308,54102,0,12174,308,2,0
33547,2.437,2.000,429,1351,372,67002,0,5005654/080,372,1,0
25757,2.369,1.000,429,10105,2242,50417,0,201182/910,2242,9,0
28342,0.595,0.595,186,9264,258,54867,0,0790200,258,5,0
27312,0.606,0.606,186,9264,258,53187,1,0026066,258,9,0
27927,1.196,1.196,186,9264,258,54027,1,0026534,258,4,0
23808,0.602,,186,9264,258,47233,1,0025369,258,9,0
29337,0.906,0.906,186,9264,258,56392,0,0026756,258,9,0
24472,0.601,0.601,186,9264,258,48152,1,0026529,258,5,0
32863,2.485,1.000,429,10105,360,65493,0,652084,360,4,0
35161,0.562,,207,7708,689,53122,0,ALLOTRAC TEST,689,28,0
33667,2.445,1.000,429,1351,346,67517,0,2017149/153,346,42,0
7602,0.647,0.647,207,7708,804,14826,1,Stage 2A2 Block 25 Section 51 Strathnairn,804,12,0
21038,2.435,1.000,429,1351,449,42365,1,au36-30347/56,449,2,0
33832,2.441,2.441,429,1351,2113,67712,0,1990/620,2113,1,0
28927,2.372,2.000,1077,20952,2242,55897,1,201948/910,2242,3,0
27147,2.333,2.000,429,10105,144,52982,1,5359700/090,144,5,0
28737,0.594,0.594,186,9264,258,55352,1,0026670,258,3,0
31282,2.373,2.373,429,1351,67,61467,0,4007788/099,67,1,0
30194,0.607,0.607,186,9264,258,58059,0,0026059,258,5,0
25447,2.333,1.000,429,1351,144,49312,1,5358500,144,1,0
34282,1.648,1.000,182,60627,258,68262,0,0027186,258,47,0
30491,2.366,1.000,429,10105,2242,58521,1,202121/910,2242,5,0
21962,2.373,2.000,429,1351,343,43997,1,2420/820,343,2,0
35341,0.160,0.160,207,7708,486,70511,0,JER921,486,7,0
27237,2.374,2.374,1077,20952,2113,53092,0,1862/620,2113,3,0
27402,2.353,2.000,430,10485,349,53362,0,403904,349,6,0
26398,2.386,2.376,429,1351,550,51953,1,MILLER/215,550,2,0
27802,2.372,1.000,429,1351,67,53887,1,4008441/095,67,1,0
29814,2.376,,429,1351,299,57009,0,Lot 3 #39 Farrell Road Bulli NSW,299,2,0
10401,21.664,1.000,429,1351,894,20463,1,BWH207252,894,42,0
27457,2.359,2.351,429,1351,227,53447,0,29915891,227,2,0
19014,2.368,1.000,429,10105,1905,37335,1,3972-21/605,1905,9,0
24883,0.600,0.601,186,9264,258,48628,1,0026054,258,9,0
29587,0.535,0.535,186,49327,258,56712,0,0026604,258,47,0
29423,0.000,,268,56222,81,1407,1,00071126,268,0,0
24097,2.340,1.000,207,7708,689,47617,0,301054,689,23,0
25627,0.535,0.535,186,49327,258,50242,1,0026658,258,47,0
15765,2.352,1.000,430,10485,409,29412,1,A998929404,409,6,0
27007,2.377,1.500,429,10105,409,52762,0,A980713301,409,4,0
25597,0.535,0.535,186,49327,258,50207,1,0026705,258,47,0
24552,2.379,2.379,207,7708,202,48242,1,194842,202,7,0
34172,2.474,1.000,429,1351,349,68112,0,404125,349,42,0
25937,2.362,1.000,1077,20952,172,50657,1,Lot 5202 #42 Darraby Drive Moss Vale,172,3,0
32583,2.474,1.000,429,1351,349,64793,0,404001,349,1,0
33927,2.445,2.445,207,7708,202,67822,0,177748,202,7,0
34736,1.684,1.684,186,62407,258,69576,0,0026901,258,5,0
27952,1.306,1.000,186,9264,258,54052,1,0025927,258,9,0
32738,2.474,,429,1351,1070,65303,0,951437,1070,1,0
27558,0.552,0.552,186,49327,258,53563,0,0026905,258,47,0
33472,1.682,1.000,186,62407,258,66572,0,0027019,258,9,0
31272,2.341,1.000,207,7708,689,61452,0,301060,689,7,0
14616,2.385,1.000,207,7708,202,27081,1,155079,202,7,0
27593,0.608,0.606,186,9264,258,53608,1,0026615,258,3,0
28122,2.351,1.000,430,10485,5,54247,1,14794,5,6,0
24292,0.601,0.601,186,9264,258,47952,1,0026554,258,5,0
29669,0.606,0.606,186,9264,258,56819,0,0026456,258,9,0
34037,1.682,,182,60627,258,67972,0,0025342,258,47,0
25472,0.547,0.547,186,49327,258,49347,1,0026068,258,47,0
33972,2.482,1.000,207,7708,689,67882,0,301166,689,7,0
33452,2.474,,429,10105,349,66552,0,606913,349,5,0
33892,0.161,0.161,429,1351,337,67777,0,23 Galactic Drive Dunmore NSW,337,2,0
21957,2.388,1.000,429,10105,409,43992,1,A017679582,409,4,0
22202,2.388,2.000,429,1351,492,44332,1,208550,492,42,0
26887,0.606,0.606,186,9264,258,52537,1,0790277,258,5,0
34257,2.424,,207,7708,1073,68227,0,"B20 Sect 130 #4 Mervyn Davis Crescent Taylor, ACT 2913",1073,28,0
17136,2.380,2.380,207,7708,954,32643,1,11074,954,28,0
2574,57.098,3.000,429,1351,349,6274,1,402621/034/522/781/782/784,349,0,0
24878,0.601,,186,9264,258,48623,1,0026393,258,9,0
20760,2.371,2.000,430,10485,372,41676,1,5005460/136,372,6,0
23458,1.802,1.000,186,9264,258,46748,1,0025478,258,4,0
22547,2.362,2.000,430,10485,894,44747,1,#PO-BWH247658,894,6,0
29507,0.594,0.594,186,9264,258,56607,1,0025666,258,9,0
33408,2.468,2.000,429,1351,343,66488,0,2492/820,343,42,0
30801,2.330,1.000,429,1351,1070,59711,0,951636,1070,1,0
27697,2.414,2.414,429,1351,346,53782,0,2017344/146,346,2,0
28232,2.336,1.000,1077,20952,360,54732,0,450121,360,3,0
30259,0.000,0.000,429,10105,2552,58139,0,Lot 7795 #7 Wrasse Street Melonba NSW 2765,2552,9,0
30806,2.372,2.000,429,10105,2113,59716,0,2094,2113,5,0
19803,2.370,1.000,429,10105,1905,38916,1,4381-21/605,1905,9,0
28042,2.360,2.000,430,10485,67,54142,1,4008336,67,6,0
29779,2.366,1.000,429,10105,2257,56969,1,Lot 320 #53 Major Tompkins Parade Werrington,2257,9,0
34167,2.474,2.000,429,10105,349,68107,0,606955,349,3,0
25952,2.361,2.361,207,7708,1141,50677,1,B5 S16 Strathnairn,1141,33,0
22077,2.362,2.000,430,10485,346,44132,1,2016077/138,346,6,0
32058,2.339,2.000,429,1351,492,63108,0,208358,492,42,0
25367,4.665,1.000,207,7708,689,49227,1,301063,689,52,0
25667,0.535,0.535,186,49327,258,50287,1,0025204,258,47,0
26167,0.595,0.595,186,9264,258,51657,1,0790209,258,5,0
33428,2.434,1.000,429,1351,449,66518,0,au36-30327/56,449,1,0
26882,0.535,0.535,186,49327,258,52532,1,0025736,258,47,0
29408,1.795,1.000,186,9264,258,56468,0,0026816,258,9,0
32428,2.335,2.335,429,1351,449,64598,0,au36-30336/56,449,2,0
33697,1.658,1.000,182,60627,258,67547,0,0026219,258,47,0
23288,2.333,2.333,429,1351,144,45112,1,5361200/088,144,1,0
27812,2.378,1.000,429,10105,409,53897,0,A032424104,409,4,0
32301,0.161,0.161,429,1351,337,64061,0,Lot 333 #34 Galactic Drive Dunmore,337,2,0
27452,2.358,2.000,429,1351,180,53442,1,404234,180,6,0
27917,0.606,0.606,186,9264,258,54017,1,0026559,258,9,0
31667,2.378,2.000,429,1351,449,62277,0,au36-30335/56,449,2,0
26982,250.000,1.000,429,44067,429,52687,0,Gyprock Bags to Canberra Yard,429,7,0
28702,2.377,2.000,1077,20952,1254,55272,0,20171/107,1254,3,0
29487,2.338,2.338,207,7708,689,56572,0,301033,689,38,0
20616,2.374,2.000,429,10105,1905,41514,1,4340-21/605,1905,9,0
20993,0.620,0.615,186,9264,258,42301,1,0026348,258,9,0
31842,2.332,2.000,429,1351,349,62862,0,404117,349,42,0
27797,2.333,1.000,207,7708,689,53882,0,230328154913,689,28,0
20286,2.366,2.000,429,10105,1905,40731,1,4441-21/605,1905,9,0
22292,2.366,1.000,429,10105,409,44467,1,A998440903,409,5,0
23673,2.355,1.000,430,10485,349,47018,1,403785,349,6,0
22712,2.366,1.000,427,4592,227,44942,1,29915814,227,15,0
24502,2.335,1.000,429,1351,349,48187,1,404043,349,1,0
24067,2.362,1.000,430,10485,67,47572,1,4008390,67,6,0
34701,2.082,,186,62407,258,69501,0,0026965,258,4,0
34546,2.471,,430,10485,417,69276,0,3244-J1341,417,6,0
25652,0.601,0.601,186,9264,258,50272,1,0026017,258,5,0
28417,2.337,2.337,429,10105,144,54957,0,5359900/095,144,5,0
14508,2.373,1.000,429,1351,894,26943,1,PO-BWH223246,894,1,0
34127,2.465,2.465,430,10485,346,68067,0,2018284/130,346,6,0
33967,2.474,1.000,429,10105,349,67872,0,606931,349,5,0
23478,0.599,0.500,186,9264,258,46768,1,0025952,258,5,0
21011,2.382,1.000,429,1351,941,42327,1,8.16,941,28,0
30174,2.407,2.407,429,1351,227,57584,0,29916252,227,2,0
27442,2.330,1.000,429,1351,349,53432,1,404163,349,1,0
22562,2.366,,429,10105,1719,44767,1,Lot 2002 #26 Swift Avenue Leppington,1719,5,0
17412,2.351,1.000,429,1351,346,33309,0,2016718/093,346,2,0
32508,2.479,1.000,1077,20952,360,64703,0,651845,360,3,0
34436,2.462,2.000,1077,20952,2442,68846,0,200106/083,2442,3,0
18612,2.380,1.000,207,7708,202,35940,1,167228,202,23,0
20412,0.618,0.617,186,9264,258,41073,1,0026291,258,9,0
34237,2.313,2.000,429,1351,227,68202,0,29916360,227,42,0
31837,2.368,2.368,429,1351,550,62857,1,5163DOUG/215,550,1,0
33617,2.482,2.482,207,7708,689,67452,0,301202,689,52,0
20247,2.382,1.000,207,7708,202,40668,1,162794,202,7,0
34352,0.160,0.160,429,1351,234,68377,0,13 Rosemont Street West Wollongong,234,42,0
32578,2.474,,429,1351,349,64788,0,404142,349,2,0
32271,2.285,2.285,429,1351,492,63716,0,207925,492,1,0
33413,0.162,0.162,429,1351,575,66493,0,19 Saturn Drive Dunmore NSW,575,2,0
30856,2.376,2.000,1077,20952,1995,60106,0,001187/760,1995,3,0
26052,2.390,1.000,429,1351,268,50777,1,00070392,268,2,0
31162,2.339,2.000,430,10485,349,60602,0,404162,349,6,0
30279,0.607,0.607,186,1653,258,58179,0,0025947,258,6,0
31933,2.348,,1077,20952,561,62943,0,au2-160511/360,561,3,0
25152,2.367,1.000,429,10105,2242,48962,1,202116/910,2242,5,0
33607,2.474,2.000,1077,20952,349,67437,0,404256,349,3,0
33208,0.170,,429,1351,234,66268,0,43 Church Street Wollongong,234,2,0
28387,2.371,2.000,429,10105,2242,54917,1,201325/910.12,2242,5,0
17532,2.387,1.000,207,7708,202,33603,0,177943,202,38,0
28982,0.594,,186,9264,258,55962,1,230427104527,258,9,0
22452,0.717,0.717,186,9264,258,44667,1,0026629,258,9,0
27892,0.606,0.606,186,9264,258,53992,0,0025352,258,9,0
31116,2.374,2.374,430,10485,308,60506,0,13752,308,6,0
32137,0.529,0.529,186,62407,258,63557,1,0026072,258,5,0
