idTruckToCust,idJobCustomer,idTruck,idDriver,finished,deleted,ordering,LastUpdated
1149417,823012,53,437,0,0,,2023-12-12 13:00:01
1186447,832027,217,54,1,0,,2023-12-12 13:00:01
1179097,842417,159,204,1,0,,2023-12-12 13:00:01
1235861,882036,61,51,1,0,,2023-12-12 13:00:01
1228386,872596,14,120,1,0,,2023-12-12 13:00:01
1233746,880706,61,51,1,0,,2023-12-12 13:00:01
1174862,839087,42,17,1,0,,2023-12-12 13:00:01
1188486,849556,171,141,1,0,,2023-12-12 13:00:01
1222981,867281,120,195,1,0,,2023-12-12 13:00:01
1157247,826002,338,189,0,0,,2023-12-12 13:00:01
1198146,855531,135,327,1,0,,2023-12-12 13:00:01
1230201,878751,96,159,1,0,,2023-12-12 13:00:01
1180227,843342,296,412,1,0,,2023-12-12 13:00:01
1237231,882766,96,159,1,0,,2023-12-12 13:00:01
1160117,829987,337,95,1,0,,2023-12-12 13:00:01
1153107,817062,17,147,1,0,,2023-12-12 13:00:01
1177512,809753,296,412,1,0,,2023-12-12 13:00:01
1207496,856776,96,159,1,0,,2023-12-12 13:00:01
1216146,869571,217,54,1,0,,2023-12-12 13:00:01
1148192,822027,171,141,1,0,,2023-12-12 13:00:01
1237451,882871,168,21,1,0,,2023-12-12 13:00:01
1160972,830697,96,159,1,0,,2023-12-12 13:00:01
1179327,842672,93,85,1,0,,2023-12-12 13:00:01
1189461,845812,135,327,0,0,,2023-12-12 13:00:01
1193291,852766,296,412,1,0,,2023-12-12 13:00:01
1206826,862071,11,84,1,0,,2023-12-12 13:00:01
1189736,850311,207,0,0,0,,2023-12-12 13:00:01
1194646,853591,338,189,1,0,,2023-12-12 13:00:01
1193411,852006,61,317,0,0,,2023-12-12 13:00:01
1149382,822982,337,95,1,0,,2023-12-12 13:00:01
1223991,874886,129,135,1,0,,2023-12-12 13:00:01
1230121,874106,232,352,1,0,,2023-12-12 13:00:01
1179722,839502,61,317,1,0,,2023-12-12 13:00:01
1211996,866211,138,189,0,0,,2023-12-12 13:00:01
1204731,859196,171,141,1,0,,2023-12-12 13:00:01
1164052,832217,42,21,0,0,,2023-12-12 13:00:01
1224531,796648,17,147,1,0,,2023-12-12 13:00:01
1229096,878036,338,189,1,0,,2023-12-12 13:00:01
1152247,812037,102,73,1,0,,2023-12-12 13:00:01
1196696,854861,14,120,1,0,,2023-12-12 13:00:01
1165747,832332,337,95,1,0,,2023-12-12 13:00:01
1172772,837577,135,327,1,0,,2023-12-12 13:00:01
1150727,823317,96,159,1,0,,2023-12-12 13:00:01
1142057,816882,67,92,1,0,,2023-12-12 13:00:01
1233516,880371,96,159,1,0,,2023-12-12 13:00:01
1155927,827397,96,159,1,0,,2023-12-12 13:00:01
1164357,832512,129,135,1,0,,2023-12-12 13:00:01
1201651,858356,138,189,0,0,,2023-12-12 13:00:01
1236741,882546,232,352,1,0,,2023-12-12 13:00:01
1198361,855726,135,327,1,0,,2023-12-12 13:00:01
1174017,816632,217,54,1,0,,2023-12-12 13:00:01
1200416,857336,96,159,1,0,,2023-12-12 13:00:01
1198151,855536,135,327,1,0,,2023-12-12 13:00:01
1164807,832807,296,412,1,0,,2023-12-12 13:00:01
1165887,833547,96,159,1,0,,2023-12-12 13:00:01
1165442,832777,40,240,1,0,,2023-12-12 13:00:01
1226271,876186,93,85,1,0,,2023-12-12 13:00:01
1189786,850366,11,84,1,0,,2023-12-12 13:00:01
1147762,821892,291,216,1,0,,2023-12-12 13:00:01
1148922,822457,11,84,1,0,,2023-12-12 13:00:01
1160142,829952,17,147,1,0,,2023-12-12 13:00:01
1189851,846267,17,147,1,0,,2023-12-12 13:00:01
1171452,826467,338,189,0,0,,2023-12-12 13:00:01
1149297,822857,171,141,1,0,,2023-12-12 13:00:01
1189951,850556,105,367,1,0,,2023-12-12 13:00:01
1161812,831367,171,141,1,0,,2023-12-12 13:00:01
1142822,817637,129,135,1,0,,2023-12-12 13:00:01
1202771,859096,337,95,1,0,,2023-12-12 13:00:01
1183687,846347,11,84,1,0,,2023-12-12 13:00:01
1202631,854816,262,452,1,0,,2023-12-12 13:00:01
1182207,843657,337,95,1,0,,2023-12-12 13:00:01
1139767,816312,53,437,1,0,,2023-12-12 13:00:01
1170467,835552,51,65,1,0,,2023-12-12 13:00:01
1193956,849426,58,392,1,0,,2023-12-12 13:00:01
1140042,816467,96,159,1,0,,2023-12-12 13:00:01
1155717,827262,11,84,1,0,,2023-12-12 13:00:01
1233906,880821,61,51,1,0,,2023-12-12 13:00:01
1195981,854431,96,159,1,0,,2023-12-12 13:00:01
1205171,861101,2,8,1,0,,2023-12-12 13:00:01
1186757,848007,53,437,1,0,,2023-12-12 13:00:01
1228521,877871,171,141,1,0,,2023-12-12 13:00:01
1207146,860376,159,204,1,0,,2023-12-12 13:00:01
1174607,838982,96,159,1,0,,2023-12-12 13:00:01
1217681,870636,63,192,1,0,,2023-12-12 13:00:01
1166427,834232,96,159,1,0,,2023-12-12 13:00:01
1186827,848107,51,65,1,0,,2023-12-12 13:00:01
1154757,826107,53,437,1,0,,2023-12-12 13:00:01
1224391,874606,96,159,1,0,,2023-12-12 13:00:01
1178137,841972,159,204,1,0,,2023-12-12 13:00:01
1167617,810947,96,159,1,0,,2023-12-12 13:00:01
1157092,828072,29,21,1,0,,2023-12-12 13:00:01
1155972,827437,262,120,1,0,,2023-12-12 13:00:01
1157057,828032,51,65,1,0,,2023-12-12 13:00:01
1177937,841612,129,135,1,0,,2023-12-12 13:00:01
1200241,857171,96,159,1,0,,2023-12-12 13:00:01
1214306,867891,58,392,1,0,,2023-12-12 13:00:01
1219151,868706,17,147,1,0,,2023-12-12 13:00:01
1195181,852841,337,95,1,0,,2023-12-12 13:00:01
1198276,855626,11,84,1,0,,2023-12-12 13:00:01
1159307,829622,40,240,1,0,,2023-12-12 13:00:01
1166712,834367,11,84,1,0,,2023-12-12 13:00:01
1185127,844502,337,95,1,0,,2023-12-12 13:00:01
1156417,826967,67,92,1,0,,2023-12-12 13:00:01
1195561,854091,217,54,1,0,,2023-12-12 13:00:01
1201551,858241,135,327,1,0,,2023-12-12 13:00:01
1180902,844007,337,95,1,0,,2023-12-12 13:00:01
1151447,824142,11,84,1,0,,2023-12-12 13:00:01
1199316,856566,51,65,1,0,,2023-12-12 13:00:01
1203826,859981,135,327,1,0,,2023-12-12 13:00:01
1207326,862081,286,198,1,0,,2023-12-12 13:00:01
1163047,828177,296,412,1,0,,2023-12-12 13:00:01
1208001,862711,25,24,0,0,,2023-12-12 13:00:01
1179997,843127,217,54,1,0,,2023-12-12 13:00:01
1209171,864001,138,189,1,0,,2023-12-12 13:00:01
1169732,835862,291,216,1,0,,2023-12-12 13:00:01
1198241,855571,296,412,1,0,,2023-12-12 13:00:01
1180792,843897,232,352,1,0,,2023-12-12 13:00:01
1177277,839837,17,147,1,0,,2023-12-12 13:00:01
1181257,844387,54,0,0,0,,2023-12-12 13:00:01
1114863,801083,67,92,1,0,,2023-12-12 13:00:01
1229256,878181,129,135,1,0,,2023-12-12 13:00:01
1170027,834577,58,392,1,0,,2023-12-12 13:00:01
1184072,846647,96,159,1,0,,2023-12-12 13:00:01
1183182,845737,135,327,0,0,,2023-12-12 13:00:01
1207116,826077,159,204,1,0,,2023-12-12 13:00:01
1186792,848057,96,159,1,0,,2023-12-12 13:00:01
1196541,854686,40,457,1,0,,2023-12-12 13:00:01
1236756,867416,296,412,1,0,,2023-12-12 13:00:01
1199781,848354,286,198,1,0,,2023-12-12 13:00:01
1213166,862096,129,135,1,0,,2023-12-12 13:00:01
1216491,869871,135,327,1,0,,2023-12-12 13:00:01
1228436,873146,58,392,1,0,,2023-12-12 13:00:01
1180117,843302,11,84,1,0,,2023-12-12 13:00:01
1147087,819242,337,95,1,0,,2023-12-12 13:00:01
1160862,830617,111,0,1,0,,2023-12-12 13:00:01
1176442,840367,232,352,1,0,,2023-12-12 13:00:01
1183387,845997,138,189,1,0,,2023-12-12 13:00:01
1229911,876896,53,437,1,0,,2023-12-12 13:00:01
1148427,822207,42,17,1,0,,2023-12-12 13:00:01
1183307,845917,138,189,1,0,,2023-12-12 13:00:01
1238861,858636,286,198,1,0,,2023-12-12 13:00:01
1223011,857206,120,195,1,0,,2023-12-12 13:00:01
1200271,857031,337,95,1,0,,2023-12-12 13:00:01
1211956,866151,93,85,0,0,,2023-12-12 13:00:01
1222881,874171,6,75,1,0,,2023-12-12 13:00:01
1182047,844472,96,159,1,0,,2023-12-12 13:00:01
1195261,853871,129,135,0,0,,2023-12-12 13:00:01
1218741,848866,93,85,1,0,,2023-12-12 13:00:01
1199736,856786,135,327,0,0,,2023-12-12 13:00:01
1170652,835207,29,13,1,0,,2023-12-12 13:00:01
1165577,829442,17,147,1,0,,2023-12-12 13:00:01
1208446,863221,138,189,1,0,,2023-12-12 13:00:01
1213046,866262,171,141,1,0,,2023-12-12 13:00:01
1208476,863251,138,189,0,0,,2023-12-12 13:00:01
1164797,832787,67,92,1,0,,2023-12-12 13:00:01
1145182,819817,17,147,1,0,,2023-12-12 13:00:01
1136982,814677,262,120,1,0,,2023-12-12 13:00:01
1163577,831207,337,95,1,0,,2023-12-12 13:00:01
1184517,843717,96,159,1,0,,2023-12-12 13:00:01
1200776,857361,67,92,1,0,,2023-12-12 13:00:01
1146242,820442,291,216,1,0,,2023-12-12 13:00:01
1192781,852481,159,204,1,0,,2023-12-12 13:00:01
1214301,867886,6,75,1,0,,2023-12-12 13:00:01
1191471,839287,232,352,1,0,,2023-12-12 13:00:01
1212611,852101,61,51,1,0,,2023-12-12 13:00:01
1227006,876596,6,75,1,0,,2023-12-12 13:00:01
1190371,850791,11,84,1,0,,2023-12-12 13:00:01
1148487,818422,286,198,1,0,,2023-12-12 13:00:01
1148632,821792,286,198,1,0,,2023-12-12 13:00:01
1216141,864841,217,54,1,0,,2023-12-12 13:00:01
1181907,844892,262,120,1,0,,2023-12-12 13:00:01
1159782,830187,171,141,1,0,,2023-12-12 13:00:01
1174567,838947,11,84,1,0,,2023-12-12 13:00:01
1172842,837622,29,21,1,0,,2023-12-12 13:00:01
1189451,850266,105,367,1,0,,2023-12-12 13:00:01
1190491,848966,286,198,1,0,,2023-12-12 13:00:01
1214816,861516,11,84,1,0,,2023-12-12 13:00:01
1181172,844287,171,141,1,0,,2023-12-12 13:00:01
1194061,853486,138,189,1,0,,2023-12-12 13:00:01
1168847,819097,296,412,1,0,,2023-12-12 13:00:01
1201951,858676,61,51,1,0,,2023-12-12 13:00:01
1217746,870501,296,412,1,0,,2023-12-12 13:00:01
1209281,864351,291,216,0,0,,2023-12-12 13:00:01
1212466,866501,11,84,1,0,,2023-12-12 13:00:01
1174047,837552,296,412,1,0,,2023-12-12 13:00:01
1159527,829897,338,189,1,0,,2023-12-12 13:00:01
1179727,841847,61,317,1,0,,2023-12-12 13:00:01
1231981,877536,17,147,1,0,,2023-12-12 13:00:01
1165622,833372,63,192,1,0,,2023-12-12 13:00:01
1197401,854996,53,437,1,0,,2023-12-12 13:00:01
1157792,827992,129,135,1,0,,2023-12-12 13:00:01
1214841,868466,291,216,0,0,,2023-12-12 13:00:01
1206721,862241,168,13,1,0,,2023-12-12 13:00:01
1139567,815667,67,92,1,0,,2023-12-12 13:00:01
1192476,843487,67,92,1,0,,2023-12-12 13:00:01
1227151,876731,17,147,1,0,,2023-12-12 13:00:01
1208541,863316,135,327,1,0,,2023-12-12 13:00:01
1214016,867011,337,95,1,0,,2023-12-12 13:00:01
1146827,820757,67,92,1,0,,2023-12-12 13:00:01
1185992,820857,102,73,1,0,,2023-12-12 13:00:01
1180122,843257,207,0,0,0,,2023-12-12 13:00:01
1147457,821252,93,85,1,0,,2023-12-12 13:00:01
1191671,821397,17,147,1,0,,2023-12-12 13:00:01
1184942,847207,262,452,1,0,,2023-12-12 13:00:01
1214681,868261,6,75,1,0,,2023-12-12 13:00:01
1172767,835872,135,327,1,0,,2023-12-12 13:00:01
1213231,864601,171,141,1,0,,2023-12-12 13:00:01
1188916,849866,322,0,0,0,,2023-12-12 13:00:01
1208336,863101,93,85,1,0,,2023-12-12 13:00:01
1219166,871381,296,412,1,0,,2023-12-12 13:00:01
1142222,817692,11,84,1,0,,2023-12-12 13:00:01
1197971,855346,6,75,1,0,,2023-12-12 13:00:01
1198521,839997,6,75,0,0,,2023-12-12 13:00:01
1202261,859011,102,73,1,0,,2023-12-12 13:00:01
1155747,827287,58,392,1,0,,2023-12-12 13:00:01
1173607,837652,129,135,1,0,,2023-12-12 13:00:01
1231866,878681,96,159,0,0,,2023-12-12 13:00:01
1152257,815307,102,73,1,0,,2023-12-12 13:00:01
1163957,832127,286,198,1,0,,2023-12-12 13:00:01
1178952,841907,296,412,1,0,,2023-12-12 13:00:01
1215936,869266,168,259,1,0,,2023-12-12 13:00:01
1158912,813492,96,159,1,0,,2023-12-12 13:00:01
1199651,856691,11,84,1,0,,2023-12-12 13:00:01
1183052,845572,108,322,1,0,,2023-12-12 13:00:01
1189481,845787,135,327,0,0,,2023-12-12 13:00:01
1195071,851346,17,147,1,0,,2023-12-12 13:00:01
1214196,867781,135,327,1,0,,2023-12-12 13:00:01
1214891,868571,102,73,1,0,,2023-12-12 13:00:01
1141927,812547,296,412,1,0,,2023-12-12 13:00:01
1153677,825177,296,412,1,0,,2023-12-12 13:00:01
1170147,835232,96,159,1,0,,2023-12-12 13:00:01
1212171,866391,135,327,1,0,,2023-12-12 13:00:01
1207926,862141,29,21,1,0,,2023-12-12 13:00:01
1207966,862676,25,24,1,0,,2023-12-12 13:00:01
1183097,845627,338,150,1,0,,2023-12-12 13:00:01
1178792,841842,296,412,1,0,,2023-12-12 13:00:01
1145312,819987,17,147,1,0,,2023-12-12 13:00:01
1200056,857126,93,85,1,0,,2023-12-12 13:00:01
1223081,874311,286,198,1,0,,2023-12-12 13:00:01
1201351,858001,63,192,1,0,,2023-12-12 13:00:01
1202656,858371,171,141,1,0,,2023-12-12 13:00:01
1221381,854416,17,147,1,0,,2023-12-12 13:00:01
1169982,831732,114,452,0,0,,2023-12-12 13:00:01
1170632,836077,337,95,1,0,,2023-12-12 13:00:01
1180327,837957,129,135,1,0,,2023-12-12 13:00:01
1233246,880571,338,189,1,0,,2023-12-12 13:00:01
1222456,872721,114,387,0,0,,2023-12-12 13:00:01
1197851,855296,338,150,1,0,,2023-12-12 13:00:01
1142217,817687,60,327,1,0,,2023-12-12 13:00:01
1236341,873531,174,45,0,0,,2023-12-12 13:00:01
1237596,882996,296,412,1,0,,2023-12-12 13:00:01
1184142,846702,58,392,1,0,,2023-12-12 13:00:01
1200101,848307,29,13,1,0,,2023-12-12 13:00:01
1227921,877451,120,195,1,0,,2023-12-12 13:00:01
1195761,841807,296,412,1,0,,2023-12-12 13:00:01
1227231,876816,6,75,1,0,,2023-12-12 13:00:01
1188576,849586,171,141,1,0,,2023-12-12 13:00:01
1192126,851836,286,198,1,0,,2023-12-12 13:00:01
1161112,829457,337,95,1,0,,2023-12-12 13:00:01
1194846,843597,96,159,1,0,,2023-12-12 13:00:01
1223806,871036,105,367,1,0,,2023-12-12 13:00:01
1238966,883746,217,54,1,0,,2023-12-12 13:00:01
1212786,867176,171,141,1,0,,2023-12-12 13:00:01
1153447,825692,63,192,1,0,,2023-12-12 13:00:01
1235716,879776,60,327,0,0,,2023-12-12 13:00:01
1237181,838652,296,412,1,0,,2023-12-12 13:00:01
1177752,841362,105,367,0,0,,2023-12-12 13:00:01
1220786,872731,338,51,1,0,,2023-12-12 13:00:01
1206131,848646,96,159,1,0,,2023-12-12 13:00:01
1185362,847162,96,159,1,0,,2023-12-12 13:00:01
1222361,873716,286,198,1,0,,2023-12-12 13:00:01
1225281,850521,296,412,1,0,,2023-12-12 13:00:01
1216441,869841,135,327,0,0,,2023-12-12 13:00:01
1168797,835247,17,147,1,0,,2023-12-12 13:00:01
1213081,867256,232,352,1,0,,2023-12-12 13:00:01
1171872,837172,102,73,1,0,,2023-12-12 13:00:01
1229961,878576,67,92,1,0,,2023-12-12 13:00:01
1234061,880991,61,51,1,0,,2023-12-12 13:00:01
1184067,834567,291,216,1,0,,2023-12-12 13:00:01
1164612,832417,53,437,1,0,,2023-12-12 13:00:01
1153632,825092,17,147,1,0,,2023-12-12 13:00:01
1218016,869076,58,392,0,0,,2023-12-12 13:00:01
1197191,840177,42,17,1,0,,2023-12-12 13:00:01
1151612,824207,217,54,1,0,,2023-12-12 13:00:01
1238436,883436,11,84,1,0,,2023-12-12 13:00:01
1202841,859286,53,437,1,0,,2023-12-12 13:00:01
1189596,847502,135,327,0,0,,2023-12-12 13:00:01
1163292,830732,286,198,1,0,,2023-12-12 13:00:01
1164937,832847,67,92,0,0,,2023-12-12 13:00:01
1231796,876041,61,51,1,0,,2023-12-12 13:00:01
1159472,829827,129,135,1,0,,2023-12-12 13:00:01
1174822,838242,11,84,1,0,,2023-12-12 13:00:01
1184732,847037,171,141,1,0,,2023-12-12 13:00:01
1155582,825522,171,141,1,0,,2023-12-12 13:00:01
1235596,877721,159,204,1,0,,2024-01-10 13:00:01
1235986,882166,105,367,1,0,,2023-12-12 13:00:01
1149097,822587,338,189,0,0,,2023-12-12 13:00:01
1207231,856471,291,216,1,0,,2023-12-12 13:00:01
1180702,843637,296,412,1,0,,2023-12-12 13:00:01
1144777,817892,337,95,1,0,,2023-12-12 13:00:01
1231281,879396,286,198,1,0,,2023-12-12 13:00:01
1198156,855541,135,327,1,0,,2023-12-12 13:00:01
1198506,839967,6,75,1,0,,2023-12-12 13:00:01
1198481,855501,6,75,0,0,,2023-12-12 13:00:01
1177102,840162,96,159,1,0,,2023-12-12 13:00:01
1140097,816527,159,204,0,0,,2023-12-12 13:00:01
1185062,841787,286,198,1,0,,2023-12-12 13:00:01
1160502,830422,11,84,1,0,,2023-12-12 13:00:01
1193631,853326,171,141,1,0,,2023-12-12 13:00:01
1140377,816702,102,51,1,0,,2023-12-12 13:00:01
1144747,809188,17,147,1,0,,2023-12-12 13:00:01
1201086,857531,296,412,1,0,,2023-12-12 13:00:01
1212176,866396,135,327,1,0,,2023-12-12 13:00:01
1224401,874696,63,192,1,0,,2023-12-12 13:00:01
1141022,815342,129,135,1,0,,2023-12-12 13:00:01
1218981,870026,11,84,1,0,,2023-12-12 13:00:01
1229886,877556,17,147,1,0,,2023-12-12 13:00:01
1147612,821497,159,204,1,0,,2023-12-12 13:00:01
1146552,820082,53,437,1,0,,2023-12-12 13:00:01
1153327,825602,60,327,1,0,,2023-12-12 13:00:01
1182372,844572,337,95,1,0,,2023-12-12 13:00:01
1206456,861856,129,135,1,0,,2023-12-12 13:00:01
1153512,825757,2,51,0,0,,2023-12-12 13:00:01
1220216,870806,171,141,1,0,,2023-12-12 13:00:01
1155282,814642,40,457,1,0,,2023-12-12 13:00:01
1216131,869556,286,198,1,0,,2023-12-12 13:00:01
1159002,829257,42,21,1,0,,2023-12-12 13:00:01
1193796,853381,171,141,1,0,,2023-12-12 13:00:01
1195656,854171,135,327,1,0,,2023-12-12 13:00:01
1227691,877336,96,159,1,0,,2023-12-12 13:00:01
1142497,818022,93,85,1,0,,2023-12-12 13:00:01
1192656,852341,63,192,1,0,,2023-12-12 13:00:01
1227931,877496,60,327,1,0,,2023-12-12 13:00:01
1201586,858291,17,147,1,0,,2023-12-12 13:00:01
1201871,858611,63,192,1,0,,2023-12-12 13:00:01
1169882,831797,58,392,1,0,,2023-12-12 13:00:01
1168277,834757,291,216,0,0,,2023-12-12 13:00:01
1170272,835697,61,317,1,0,,2023-12-12 13:00:01
1171937,837197,262,120,1,0,,2023-12-12 13:00:01
1219786,871851,296,412,1,0,,2023-12-12 13:00:01
1228396,873211,14,120,1,0,,2023-12-12 13:00:01
1150242,820842,262,120,1,0,,2023-12-12 13:00:01
1190846,851116,129,135,1,0,,2023-12-12 13:00:01
1222231,873641,129,51,1,0,,2023-12-12 13:00:01
1195531,854031,138,189,1,0,,2023-12-12 13:00:01
1191891,847072,11,84,1,0,,2023-12-12 13:00:01
1208666,863466,135,327,1,0,,2023-12-12 13:00:01
1141582,817312,129,135,1,0,,2023-12-12 13:00:01
1202026,858856,138,189,0,0,,2023-12-12 13:00:01
1169237,833337,11,84,1,0,,2023-12-12 13:00:01
1174407,838792,2,51,1,0,,2023-12-12 13:00:01
1197456,855046,63,192,1,0,,2023-12-12 13:00:01
1190226,850611,296,412,1,0,,2023-12-12 13:00:01
1139997,816432,217,54,1,0,,2023-12-12 13:00:01
1222491,870506,96,159,1,0,,2023-12-12 13:00:01
1188401,849476,135,327,1,0,,2023-12-12 13:00:01
1217071,870536,114,120,1,0,,2023-12-12 13:00:01
1227896,871676,120,195,1,0,,2023-12-12 13:00:01
1154602,820767,11,84,1,0,,2023-12-12 13:00:01
1171362,835977,61,317,1,0,,2023-12-12 13:00:01
1195156,850371,337,95,1,0,,2023-12-12 13:00:01
1155977,827442,17,147,1,0,,2023-12-12 13:00:01
1209706,864546,262,452,1,0,,2023-12-12 13:00:01
1230616,877366,129,135,1,0,,2023-12-12 13:00:01
1214731,868291,129,135,1,0,,2023-12-12 13:00:01
1213216,865626,171,141,1,0,,2023-12-12 13:00:01
