idJobCustToItem,idJobCustomer,idJobItem,deleted
2342171,851396,1534811,0
2342176,851396,1534816,0
2353921,858196,1546481,0
2285592,818872,1478462,0
2285597,818872,1478467,0
2285602,818872,1478472,0
2285607,818872,1478477,0
2285612,818872,1478482,0
2285617,818872,1478487,0
2327562,842922,1520232,0
2327567,842922,1520237,0
2327572,842922,1520242,0
2359981,861671,1552486,0
2301247,828047,1494097,0
2306317,830912,1499117,0
2306322,830912,1499122,0
2368966,867031,1561461,0
2336976,848436,1529636,0
2292052,822662,1484912,0
2301832,828427,1494682,0
2344136,852601,1536771,0
2386641,876626,1579111,0
2333197,846397,1525857,0
2320522,839012,1513212,0
2320527,839012,1513217,0
2292557,823012,1485417,0
2292562,823012,1485422,0
2292567,823012,1485427,0
2292572,823012,1485432,0
2308727,832027,1501527,0
2308732,832027,1501532,0
2308737,832027,1501537,0
2326622,842417,1519292,0
2395681,882036,1588021,0
2378301,872596,1570776,0
2378306,872596,1570781,0
2378311,872596,1570786,0
2378316,872596,1570791,0
2378321,872596,1570796,0
2328472,843562,1521142,0
2393466,880706,1585806,0
2393471,880706,1585811,0
2320682,839087,1513372,0
2320687,839087,1513377,0
2338821,849556,1531466,0
2369281,867281,1561776,0
2297812,826002,1490672,0
2297817,826002,1490677,0
2297822,826002,1490682,0
2349481,855531,1542116,0
2390241,878751,1582581,0
2328157,843342,1520827,0
2396751,882766,1589086,0
2304617,829987,1497432,0
2282197,817062,1475082,0
2270153,809753,1463053,0
2351661,856776,1544246,0
2351666,856776,1544251,0
2373301,869571,1565791,0
2373306,869571,1565796,0
2290767,822027,1483632,0
2396891,882871,1589226,0
2396896,882871,1589231,0
2396901,882871,1589236,0
2305972,830697,1498787,0
2327092,842672,1519762,0
2332312,845812,1524972,0
2344501,852766,1537136,0
2360526,862071,1553031,0
2340336,850311,1532981,0
2345836,853591,1538471,0
2345841,853591,1538476,0
2343121,852006,1535761,0
2292512,822982,1485372,0
2383301,874886,1575776,0
2383306,874886,1575781,0
2383311,874886,1575786,0
2383316,874886,1575791,0
2383321,874886,1575796,0
2382126,874106,1574601,0
2321292,839502,1513982,0
2321297,839502,1513987,0
2367541,866211,1560036,0
2367546,866211,1560041,0
2367551,866211,1560046,0
2367556,866211,1560051,0
2367561,866211,1560056,0
2355461,859196,1548001,0
2309102,832217,1501902,0
2309107,832217,1501907,0
2245918,796648,1438888,0
2389071,878036,1581501,0
2273732,812037,1466622,0
2273737,812037,1466627,0
2348076,854861,1540711,0
2309262,832332,1502062,0
2318137,837577,1510842,0
2318142,837577,1510847,0
2318147,837577,1510852,0
2293057,823317,1485917,0
2394146,881101,1586486,0
2394151,881101,1586491,0
2281957,816882,1474842,0
2392781,880371,1585121,0
2300122,827397,1492982,0
2309522,832512,1502322,0
2309527,832512,1502327,0
2354116,858356,1546676,0
2396401,882546,1588736,0
2349706,855726,1542341,0
2281597,816632,1474487,0
2281602,816632,1474492,0
2352481,857336,1545041,0
2349486,855536,1542121,0
2309952,832807,1502752,0
2311227,833547,1504012,0
2311232,833547,1504017,0
2309917,832777,1502717,0
2065658,792808,1432063,0
2065663,792808,1432068,0
2065668,792808,1432073,0
2385806,876186,1578276,0
2385811,876186,1578281,0
2340406,850366,1533051,0
2340411,850366,1533056,0
2290577,821892,1483442,0
2291637,822457,1484497,0
2291642,822457,1484502,0
2304577,829952,1497392,0
2332987,846267,1525647,0
2298582,826467,1491442,0
2298587,826467,1491447,0
2292357,822857,1485217,0
2340701,850556,1533346,0
2340706,850556,1533351,0
2307027,831367,1499827,0
2283377,817637,1476262,0
2355356,859096,1547896,0
2333087,846347,1525747,0
2333092,846347,1525752,0
2333097,846347,1525757,0
2333102,846347,1525762,0
2347856,854816,1540491,0
2347861,854816,1540496,0
2347866,854816,1540501,0
2347871,854816,1540506,0
2347876,854816,1540511,0
2328572,843657,1521242,0
2281142,816312,1474032,0
2281147,816312,1474037,0
2314622,835552,1507362,0
2314627,835552,1507367,0
2314632,835552,1507372,0
2338621,849426,1531266,0
2281387,816467,1474277,0
2299752,827262,1492612,0
2299757,827262,1492617,0
2299762,827262,1492622,0
2299767,827262,1492627,0
2299772,827262,1492632,0
2393636,880821,1585976,0
2393641,880821,1585981,0
2347031,854431,1539666,0
2358831,861101,1551336,0
2358836,861101,1551341,0
2358841,861101,1551346,0
2358846,861101,1551351,0
2358851,861101,1551356,0
2336322,848007,1528982,0
2388666,877871,1581096,0
2357266,860376,1549796,0
2320477,838982,1513167,0
2385396,875951,1577866,0
2379546,872976,1572021,0
2379551,872976,1572026,0
2375011,870636,1567486,0
2312322,834232,1505097,0
2336442,848107,1529102,0
2298007,826107,1490867,0
2298012,826107,1490872,0
2298017,826107,1490877,0
2298022,826107,1490882,0
2392401,880081,1584741,0
2382821,874606,1575296,0
2325442,841972,1518122,0
2272082,810947,1464977,0
2301277,828072,1494127,0
2301282,828072,1494132,0
2300177,827437,1493037,0
2301227,828032,1494077,0
2301232,828032,1494082,0
2324972,841612,1517652,0
2324977,841612,1517657,0
2352231,857171,1544816,0
2370306,867891,1562801,0
2370311,867891,1562806,0
2370316,867891,1562811,0
2370321,867891,1562816,0
2371621,868706,1564116,0
2370521,868006,1563016,0
2370526,868006,1563021,0
2344636,852841,1537271,0
2349586,855626,1542221,0
2349591,855626,1542226,0
2304057,829622,1496872,0
2312532,834367,1505307,0
2312537,834367,1505312,0
2312542,834367,1505317,0
2312547,834367,1505322,0
2312552,834367,1505327,0
2330082,844502,1522752,0
2299262,826967,1492122,0
2346566,854091,1539201,0
2346571,854091,1539206,0
2353966,858241,1546526,0
2329262,844007,1521932,0
2294717,824142,1487577,0
2351206,856566,1543791,0
2351211,856566,1543796,0
2351216,856566,1543801,0
2356701,859981,1549231,0
2360541,862081,1553046,0
2301432,828177,1494282,0
2361576,862711,1554081,0
2361581,862711,1554086,0
2327822,843127,1520492,0
2327827,843127,1520497,0
2363576,864001,1556076,0
2315027,835862,1507767,0
2349531,855571,1542166,0
2329027,843897,1521697,0
2321827,839837,1514517,0
2329857,844387,1522527,0
2253578,801083,1446533,0
2253583,801083,1446538,0
2253588,801083,1446543,0
2389241,878181,1581671,0
2313042,834577,1505807,0
2313047,834577,1505812,0
2333577,846647,1526237,0
2332132,845737,1524792,0
2332137,845737,1524797,0
2332142,845737,1524802,0
2297942,826077,1490802,0
2336382,848057,1529042,0
2347401,854686,1540036,0
2347406,854686,1540041,0
2347411,854686,1540046,0
2369531,867416,1562026,0
2336846,848354,1529506,0
2336850,848354,1529510,0
2360571,862096,1553076,0
2373706,869871,1566181,0
2379846,873146,1572321,0
2379851,873146,1572326,0
2379856,873146,1572331,0
2379861,873146,1572336,0
2379866,873146,1572341,0
2328077,843302,1520747,0
2328082,843302,1520752,0
2286207,819242,1479072,0
2305857,830617,1498672,0
2322672,840367,1515362,0
2332597,845997,1525257,0
2387176,876896,1579646,0
2291002,822207,1483867,0
2291007,822207,1483872,0
2332517,845917,1525177,0
2354631,858636,1547186,0
2352271,857206,1544856,0
2352066,857031,1544651,0
2367481,866151,1559976,0
2382206,874171,1574681,0
2330042,844472,1522712,0
2346226,853871,1538861,0
2337541,848866,1530201,0
2351681,856786,1544266,0
2351686,856786,1544271,0
2351691,856786,1544276,0
2314187,835207,1506937,0
2303727,829442,1496542,0
2362451,863221,1554956,0
2367742,866262,1560238,0
2362481,863251,1554986,0
2309927,832787,1502727,0
2287072,819817,1479937,0
2278132,814677,1471022,0
2278137,814677,1471027,0
2278142,814677,1471032,0
2278147,814677,1471037,0
2278152,814677,1471042,0
2306722,831207,1499522,0
2328652,843717,1521322,0
2352516,857361,1545076,0
2288092,820442,1480957,0
2343976,852481,1536611,0
2370301,867886,1562796,0
2321007,839287,1513697,0
2321012,839287,1513702,0
2343241,852101,1535881,0
2386576,876596,1579046,0
2341086,850791,1533731,0
2341091,850791,1533736,0
2341096,850791,1533741,0
2341101,850791,1533746,0
2341106,850791,1533751,0
2284622,818422,1477492,0
2290407,821792,1483272,0
2365166,864841,1557661,0
2365171,864841,1557666,0
2365176,864841,1557671,0
2330722,844892,1523392,0
2304952,830187,1497767,0
2320437,838947,1513127,0
2318212,837622,1510917,0
2318217,837622,1510922,0
2340281,850266,1532926,0
2340286,850266,1532931,0
2256698,802793,1449633,0
2256703,802793,1449638,0
2337661,848966,1530321,0
2359666,861516,1552171,0
2329722,844287,1522392,0
2345686,853486,1538321,0
2286042,819097,1478907,0
2354686,858676,1547241,0
2374631,870501,1567106,0
2364091,864351,1556586,0
2368191,866501,1560686,0
2368196,866501,1560691,0
2368201,866501,1560696,0
2318097,837552,1510802,0
2304502,829897,1497317,0
2325277,841847,1517957,0
2325282,841847,1517962,0
2388156,877536,1580586,0
2310952,833372,1503752,0
2310957,833372,1503757,0
2348616,854996,1541251,0
2301147,827992,1493997,0
2301152,827992,1494002,0
2371246,868466,1563741,0
2360771,862241,1553276,0
2360776,862241,1553281,0
2279852,815667,1472742,0
2279857,815667,1472747,0
2279862,815667,1472752,0
2328372,843487,1521042,0
2328377,843487,1521047,0
2386886,876731,1579356,0
2362546,863316,1555051,0
2368941,867011,1561436,0
2288832,820757,1481697,0
2289047,820857,1481912,0
2289052,820857,1481917,0
2289057,820857,1481922,0
2328027,843257,1520697,0
2289712,821252,1482577,0
2289877,821397,1482742,0
2335172,847207,1527832,0
2370936,868261,1563431,0
2315037,835872,1507777,0
2315042,835872,1507782,0
2315047,835872,1507787,0
2315052,835872,1507792,0
2315057,835872,1507797,0
2364766,864601,1557261,0
2339431,849866,1532076,0
2339436,849866,1532081,0
2362261,863101,1554766,0
2376321,871381,1568796,0
2283467,817692,1476347,0
2283472,817692,1476352,0
2349211,855346,1541846,0
2349216,855346,1541851,0
2322122,839997,1514812,0
2355261,859011,1547801,0
2299872,827287,1492732,0
2318257,837652,1510962,0
2318262,837652,1510967,0
2390166,878681,1582506,0
2279222,815307,1472112,0
2279227,815307,1472117,0
2308957,832127,1501757,0
2325367,841907,1518047,0
2372786,869266,1565276,0
2276142,813492,1469032,0
2351506,856691,1544091,0
2351511,856691,1544096,0
2331797,845572,1524457,0
2332262,845787,1524922,0
2332267,845787,1524927,0
2332272,845787,1524932,0
2342106,851346,1534746,0
2342111,851346,1534751,0
2370171,867781,1562666,0
2371411,868571,1563906,0
2371416,868571,1563911,0
2371421,868571,1563916,0
2274512,812547,1467402,0
2296317,825177,1489177,0
2314237,835232,1506977,0
2368031,866391,1560526,0
2360646,862141,1553151,0
2361506,862676,1554011,0
2361511,862676,1554016,0
2331897,845627,1524557,0
2331902,845627,1524562,0
2331907,845627,1524567,0
2325272,841842,1517952,0
2287317,819987,1480182,0
2287322,819987,1480187,0
2352181,857126,1544766,0
2382376,874311,1574851,0
2382381,874311,1574856,0
2353661,858001,1546221,0
2353666,858001,1546226,0
2353671,858001,1546231,0
2353676,858001,1546236,0
2354131,858371,1546691,0
2347011,854416,1539646,0
2347016,854416,1539651,0
2308007,831732,1500807,0
2308012,831732,1500812,0
2308017,831732,1500817,0
2308022,831732,1500822,0
2308027,831732,1500827,0
2315512,836077,1508237,0
2318727,837957,1511432,0
2318732,837957,1511437,0
2393146,880571,1585486,0
2393151,880571,1585491,0
2393156,880571,1585496,0
2378841,872721,1571316,0
2378846,872721,1571321,0
2378851,872721,1571326,0
2378856,872721,1571331,0
2378861,872721,1571336,0
2378866,872721,1571341,0
2349126,855296,1541761,0
2349131,855296,1541766,0
2349136,855296,1541771,0
2349141,855296,1541776,0
2283462,817687,1476342,0
2381121,873531,1573596,0
2381126,873531,1573601,0
2381131,873531,1573606,0
2381136,873531,1573611,0
2381141,873531,1573616,0
2381146,873531,1573621,0
2397096,882996,1589431,0
2397101,882996,1589436,0
2333742,846702,1526402,0
2333747,846702,1526407,0
2333752,846702,1526412,0
2333757,846702,1526417,0
2333762,846702,1526422,0
2336762,848307,1529422,0
2336767,848307,1529427,0
2387976,877451,1580406,0
2325217,841807,1517897,0
2387041,876816,1579511,0
2387046,876816,1579516,0
2304417,829852,1497232,0
2304422,829852,1497237,0
2338856,849586,1531501,0
2342951,851836,1535591,0
2303742,829457,1496557,0
2328512,843597,1521182,0
2375641,871036,1568116,0
2375646,871036,1568121,0
2375651,871036,1568126,0
2398361,883746,1590686,0
2369156,867176,1561651,0
2297327,825692,1490187,0
2391861,879776,1584201,0
2319812,838652,1512502,0
2324572,841362,1517252,0
2324577,841362,1517257,0
2378896,872731,1571371,0
2378901,872731,1571376,0
2378906,872731,1571381,0
2378911,872731,1571386,0
2378916,872731,1571391,0
2337256,848646,1529916,0
2335067,847162,1527727,0
2381576,873716,1574051,0
2340656,850521,1533301,0
2373671,869841,1566146,0
2314252,835247,1506992,0
2314257,835247,1506997,0
2369251,867256,1561746,0
2317332,837172,1510057,0
2317337,837172,1510062,0
2317342,837172,1510067,0
2317347,837172,1510072,0
2317352,837172,1510077,0
2389916,878576,1582326,0
2389921,878576,1582331,0
2393971,880991,1586311,0
2393976,880991,1586316,0
2313032,834567,1505797,0
2309387,832417,1502187,0
2296207,825092,1489067,0
2372371,869076,1564866,0
2322382,840177,1515072,0
2322387,840177,1515077,0
2294822,824207,1487682,0
2397821,883436,1590151,0
2397826,883436,1590156,0
2355756,859286,1548296,0
2355761,859286,1548301,0
2355766,859286,1548306,0
2335637,847502,1528297,0
2306027,830732,1498842,0
2310037,832847,1502837,0
2385566,876041,1578036,0
2385571,876041,1578041,0
2304372,829827,1497187,0
2319212,838242,1511902,0
2319217,838242,1511907,0
2319222,838242,1511912,0
2334772,847037,1527432,0
2296917,825522,1489777,0
2388441,877721,1580871,0
2395921,882166,1588261,0
2291912,822587,1484772,0
2350971,856471,1543556,0
2328552,843637,1521222,0
2283802,817892,1476677,0
2391261,879396,1583601,0
2349491,855541,1542126,0
2322037,839967,1514727,0
2322042,839967,1514732,0
2349451,855501,1542086,0
2322367,840162,1515057,0
2281477,816527,1474367,0
2325197,841787,1517877,0
2305547,830422,1498362,0
2305552,830422,1498367,0
2345251,853326,1537886,0
2281717,816702,1474607,0
2269208,809188,1462108,0
2352741,857531,1545301,0
2368036,866396,1560531,0
2382961,874696,1575436,0
2382966,874696,1575441,0
2279262,815342,1472152,0
2279267,815342,1472157,0
2279272,815342,1472162,0
2279277,815342,1472167,0
2373951,870026,1566426,0
2373956,870026,1566431,0
2388181,877556,1580611,0
2290012,821497,1482877,0
2287432,820082,1480297,0
2297067,825602,1489927,0
2297072,825602,1489932,0
2297077,825602,1489937,0
2330177,844572,1522847,0
2337601,848906,1530261,0
2360246,861856,1552751,0
2360251,861856,1552756,0
2297422,825757,1490282,0
2375306,870806,1567781,0
2278037,814642,1470927,0
2373286,869556,1565776,0
2303492,829257,1496312,0
2345331,853381,1537966,0
2346651,854171,1539286,0
2387796,877336,1580266,0
2283997,818022,1476872,0
2343766,852341,1536401,0
2343771,852341,1536406,0
2388041,877496,1580471,0
2388046,877496,1580476,0
2388051,877496,1580481,0
2354046,858291,1546606,0
2354591,858611,1547146,0
2292282,822807,1485142,0
2292287,822807,1485147,0
2308237,831797,1501037,0
2308242,831797,1501042,0
2308247,831797,1501047,0
2308252,831797,1501052,0
2308257,831797,1501057,0
2313367,834757,1506132,0
2314802,835697,1507542,0
2314807,835697,1507547,0
2317422,837197,1510147,0
2317427,837197,1510152,0
2317432,837197,1510157,0
2317437,837197,1510162,0
2317442,837197,1510167,0
2376966,871851,1569441,0
2380086,873211,1572561,0
2380091,873211,1572566,0
2380096,873211,1572571,0
2380101,873211,1572576,0
2380106,873211,1572581,0
2288982,820842,1481847,0
2288987,820842,1481852,0
2288992,820842,1481857,0
2288997,820842,1481862,0
2289002,820842,1481867,0
2341671,851116,1534311,0
2341676,851116,1534316,0
2381441,873641,1573916,0
2381446,873641,1573921,0
2346471,854031,1539106,0
2334832,847072,1527492,0
2343391,847072,1536031,0
2362761,863466,1555261,0
2282827,817312,1475712,0
2282832,817312,1475717,0
2282837,817312,1475722,0
2355066,858856,1547606,0
2310882,833337,1503682,0
2310887,833337,1503687,0
2320087,838792,1512777,0
2320092,838792,1512782,0
2320097,838792,1512787,0
2320102,838792,1512792,0
2320107,838792,1512797,0
2348686,855046,1541321,0
2348691,855046,1541326,0
2348696,855046,1541331,0
2348701,855046,1541336,0
2348706,855046,1541341,0
2340806,850611,1533451,0
2281342,816432,1474232,0
2281347,816432,1474237,0
2374636,870506,1567111,0
2338716,849476,1531361,0
2374716,870536,1567191,0
2376701,871676,1569176,0
2288842,820767,1481707,0
2315292,835977,1508032,0
2340416,850371,1533061,0
2300182,827442,1493042,0
2364606,864546,1557101,0
2364611,864546,1557106,0
2364616,864546,1557111,0
2364621,864546,1557116,0
2364626,864546,1557121,0
2364631,864546,1557126,0
2387876,877366,1580306,0
2370991,868291,1563486,0
2366296,865626,1558791,0
2310567,833222,1503367,0
2310572,833222,1503372,0
2310577,833222,1503377,0
2310582,833222,1503382,0
2310587,833222,1503387,0
2310592,833222,1503392,0
2394716,881536,1587056,0
2330707,844887,1523377,0
2330712,844887,1523382,0
2330717,844887,1523387,0
2279427,815432,1472317,0
2279432,815432,1472322,0
2279437,815432,1472327,0
2313557,834862,1506322,0
2313562,834862,1506327,0
2336731,848295,1529391,0
2336735,848295,1529395,0
2352566,857396,1545126,0
2352571,857396,1545131,0
2287282,819967,1480147,0
2287287,819967,1480152,0
2287292,819967,1480157,0
2382266,874231,1574741,0
2293522,823682,1486382,0
2293527,823682,1486387,0
2293532,823682,1486392,0
2293537,823682,1486397,0
2293542,823682,1486402,0
2353971,858246,1546531,0
2332742,846132,1525402,0
2332747,846132,1525407,0
2355696,859271,1548236,0
2355701,859271,1548241,0
2355706,859271,1548246,0
2355711,859271,1548251,0
2355716,859271,1548256,0
2343656,852276,1536291,0
2343661,852276,1536296,0
2295767,824807,1488627,0
2384396,875426,1576871,0
2384401,875426,1576876,0
2384406,875426,1576881,0
2366301,865631,1558796,0
2348801,855091,1541436,0
2348806,855091,1541441,0
2282167,817032,1475052,0
2289417,821022,1482282,0
2398991,884171,1591311,0
2398996,884171,1591316,0
2286847,819627,1479712,0
2380536,873401,1573011,0
2380541,873401,1573016,0
2380546,873401,1573021,0
2350841,856406,1543426,0
2299312,827002,1492172,0
2333502,846592,1526162,0
2291812,822532,1484672,0
2291817,822532,1484677,0
2313372,834762,1506137,0
2313377,834762,1506142,0
2313382,834762,1506147,0
2346611,854131,1539246,0
2311602,833772,1504382,0
2311607,833772,1504387,0
2279582,815502,1472472,0
2279587,815502,1472477,0
2279592,815502,1472482,0
2299392,827077,1492252,0
2356436,859756,1548966,0
2266713,807633,1459623,0
2371136,868391,1563631,0
2371141,868391,1563636,0
2371146,868391,1563641,0
2327932,843197,1520602,0
2287187,819902,1480052,0
2286817,819597,1479682,0
2352286,857221,1544871,0
2293007,823277,1485867,0
2293012,823277,1485872,0
2359636,861491,1552141,0
2382131,874111,1574606,0
2382136,874111,1574611,0
2382141,874111,1574616,0
2371661,868736,1564156,0
2278822,815072,1471712,0
2303477,829242,1496297,0
1998883,755522,1364552,0
2349841,855831,1542476,0
2319197,838232,1511887,0
2371666,868741,1564161,0
2371671,868741,1564166,0
2362151,863031,1554656,0
2362156,863031,1554661,0
2324452,841282,1517132,0
2393111,880561,1585451,0
2393116,880561,1585456,0
2393121,880561,1585461,0
2393126,880561,1585466,0
2393131,880561,1585471,0
2393136,880561,1585476,0
2358151,860776,1550656,0
2295737,824787,1488597,0
2295742,824787,1488602,0
2373291,869561,1565781,0
2295787,824822,1488647,0
2295792,824822,1488652,0
2295797,824822,1488657,0
2327247,842767,1519917,0
2367941,866331,1560436,0
2367946,866331,1560441,0
2367951,866331,1560446,0
2044588,780981,1410721,0
2377321,872101,1569796,0
2287257,819952,1480122,0
2354466,858536,1547026,0
2354726,858706,1547281,0
2354731,858706,1547286,0
2354736,858706,1547291,0
2355141,858911,1547681,0
2337691,848991,1530351,0
2337696,848991,1530356,0
2374321,870256,1566796,0
2314457,835402,1507197,0
2337821,849101,1530481,0
2362216,863066,1554721,0
2351826,856886,1544411,0
2371676,868746,1564171,0
2371681,868746,1564176,0
2371686,868746,1564181,0
2280012,815767,1472902,0
2280017,815767,1472907,0
2280022,815767,1472912,0
2318022,837487,1510727,0
2312247,834167,1505022,0
2332967,846247,1525627,0
2374886,870596,1567361,0
2374891,870596,1567366,0
2311002,833407,1503802,0
2281892,816822,1474777,0
2296242,825127,1489102,0
2309562,832532,1502362,0
2365591,865126,1558086,0
2291067,822232,1483932,0
2353346,857856,1545906,0
2353351,857856,1545911,0
2363261,863841,1555761,0
2309957,832812,1502757,0
2385656,876071,1578126,0
2327177,842732,1519847,0
2371776,868816,1564271,0
2325327,841887,1518007,0
2325332,841887,1518012,0
2325337,841887,1518017,0
2332177,845757,1524837,0
2332182,845757,1524842,0
2332187,845757,1524847,0
2275342,813047,1468232,0
2324882,841567,1517562,0
2322517,840277,1515207,0
2369306,867306,1561801,0
2358711,861041,1551216,0
2358716,861041,1551221,0
2296107,825032,1488967,0
2296112,825032,1488972,0
2296117,825032,1488977,0
2283127,817482,1476012,0
2283132,817482,1476017,0
2283137,817482,1476022,0
2283142,817482,1476027,0
2327157,842712,1519827,0
2293317,823517,1486177,0
2317957,837437,1510662,0
2383391,874921,1575866,0
2383396,874921,1575871,0
2283547,817747,1476427,0
2283552,817747,1476432,0
2328947,843817,1521617,0
2284577,818392,1477447,0
2319112,838172,1511802,0
2319117,838172,1511807,0
2322527,840287,1515217,0
2322532,840287,1515222,0
2322537,840287,1515227,0
2331297,845197,1523967,0
2396776,882791,1589111,0
2363086,863736,1555586,0
2330847,844972,1523517,0
2390206,878716,1582546,0
2291547,822422,1484412,0
2334612,846922,1527272,0
2334617,846922,1527277,0
2334622,846922,1527282,0
2381321,873571,1573796,0
2392881,880456,1585221,0
2290537,821872,1483402,0
2290542,821872,1483407,0
2296012,824957,1488872,0
2304097,829647,1496912,0
2342961,851846,1535601,0
2296702,825427,1489562,0
2355841,859321,1548381,0
2376396,871446,1568871,0
2288432,820617,1481297,0
2288437,820617,1481302,0
2288442,820617,1481307,0
2288447,820617,1481312,0
2288452,820617,1481317,0
2274057,812252,1466947,0
2292907,823197,1485767,0
2377031,871896,1569506,0
2312302,834217,1505077,0
2376711,871686,1569186,0
2351771,856846,1544356,0
2351776,856846,1544361,0
2359056,861156,1551561,0
2292412,822902,1485272,0
2279452,815447,1472342,0
2287407,820057,1480272,0
2358271,860856,1550776,0
2330767,844927,1523437,0
2330772,844927,1523442,0
2358471,860951,1550976,0
2358476,860951,1550981,0
2358481,860951,1550986,0
2358486,860951,1550991,0
2358491,860951,1550996,0
2375731,871081,1568206,0
2375736,871081,1568211,0
2298947,826707,1491807,0
2340556,850451,1533201,0
2340561,850451,1533206,0
2388426,877706,1580856,0
2352721,857516,1545281,0
2352726,857516,1545286,0
2347066,854461,1539701,0
2387971,877446,1580401,0
2297837,826017,1490697,0
2297842,826017,1490702,0
